trade_id,user_id,conf_date,leg_1_type,leg_1_amount,leg_1_conf_status,leg_2_type,leg_2_amount,leg_2_conf_status
339E78WbCVgeK,666jseqvllh,2022-08-13,Compound,262.74,confirmed,Solana,Unknown,confirmed
8990vNvmQJ7xw,666jseqvllh,2022-11-21,Bitcoin SV,109.07,confirmed,Neo,Unknown,declined
811KIuNr3RPA3,666jseqvllh,2022-09-02,Monero,146.34,pending,IOTA,Unknown,pending
891cIth5LQ1jr,824nmpjcjzh,2022-07-25,GateToken,66.45,declined,Solana,Unknown,declined
463ucuhgTwUHm,583afajjatj,2022-09-27,Compound,245.67,confirmed,Avalanche,Unknown,confirmed
700qiTYrMsloa,583afajjatj,2022-09-17,IOTA,53.21,confirmed,Monero,Unknown,confirmed
517yuB2zZjrb0,583afajjatj,2022-07-27,Illuvium,68.49,confirmed,LINK,Unknown,declined
405GOFlHnYXle,583afajjatj,2022-10-09,GateToken,59.51,declined,Kusama,Unknown,declined
557dHlWFqjdl7,583afajjatj,2022-11-06,Ethereum Classic,86.83,confirmed,Gnosis,Unknown,confirmed
906QGF11fODh7,583afajjatj,2022-10-30,LINK,166.21,confirmed,Avalanche,Unknown,confirmed
435gCzMKR9EgX,583afajjatj,2022-07-02,LINK,95.82,pending,Illuvium,Unknown,pending
457I5F9YOPD7m,583afajjatj,2022-11-22,GateToken,69.56,confirmed,Ethereum Classic,Unknown,pending
590Ewz2MsAwe4,583afajjatj,2022-11-07,GMX,114.96,confirmed,GateToken,Unknown,confirmed
3480wAaDQ8EY3,583afajjatj,2022-07-17,Ethereum Classic,89.79,declined,Kusama,Unknown,declined
395Ca3ptHFXo9,583afajjatj,2022-09-05,GateToken,157.09,confirmed,Avalanche,Unknown,confirmed
7962urIYdDMPi,686eqxxldhp,2022-11-04,Ethereum Classic,123.25,declined,Monero,Unknown,declined
634tYvFaG0Lea,686eqxxldhp,2022-09-29,Gnosis,99.01,confirmed,Compound,Unknown,declined
864EH0lGIWPE2,686eqxxldhp,2022-09-27,Solana,72.85,confirmed,IOTA,Unknown,declined
512LnwAHxfE16,686eqxxldhp,2022-07-26,Ethereum Classic,26.2,confirmed,Illuvium,Unknown,confirmed
762qKvfeyvztx,686eqxxldhp,2022-08-08,Solana,13.9,confirmed,GMX,Unknown,confirmed
934SEkoBkyKyz,686eqxxldhp,2022-07-13,Kusama,167.28,confirmed,Solana,Unknown,confirmed
528pfmNo1jzUj,686eqxxldhp,2022-08-31,Ethereum Classic,88.97,confirmed,Compound,Unknown,confirmed
610MqB54ZqpmV,686eqxxldhp,2022-07-20,Kusama,59.18,confirmed,Bitcoin SV,Unknown,confirmed
561wQyFqyhP73,812ixisqybv,2022-11-22,Ethereum Classic,53.7,confirmed,Neo,Unknown,confirmed
649YKtqEfiNDC,812ixisqybv,2022-09-25,Ethereum Classic,121.81,pending,Avalanche,Unknown,pending
939uOXhpMssEK,812ixisqybv,2022-11-19,Neo,130.86,declined,Solana,Unknown,declined
536WnLPlLUWtN,812ixisqybv,2022-07-13,Bitcoin SV,152.48,pending,Ethereum Classic,Unknown,pending
716ojKcM8MPon,812ixisqybv,2022-07-17,Solana,251.47,pending,Neo,Unknown,pending
6174a8rMq0Hzk,812ixisqybv,2022-11-07,Neo,186.54,confirmed,Compound,Unknown,confirmed
925HEis44GGU8,812ixisqybv,2022-08-19,Litecoin,25.73,confirmed,Compound,Unknown,pending
942XYwsezFcM3,812ixisqybv,2022-08-31,Kusama,37.48,confirmed,Avalanche,Unknown,confirmed
503wb8G5G1kIq,812ixisqybv,2022-11-16,Bitcoin SV,52.63,confirmed,Illuvium,Unknown,confirmed
422P6LK2vh3wt,812ixisqybv,2022-08-13,Litecoin,80.57,confirmed,Monero,Unknown,confirmed
981pIZ9L5LmPb,1307yormtjto,2022-08-08,GMX,76.24,confirmed,Ethereum Classic,Unknown,confirmed
640uF8lZdJqNX,1160wqtmrqon,2022-08-29,Compound,251.34,confirmed,Monero,Unknown,confirmed
702mrHTx6NnyX,1160wqtmrqon,2022-09-30,Gnosis,150.34,confirmed,LINK,Unknown,confirmed
479FBlOjkb5Ic,1160wqtmrqon,2022-09-10,LINK,182.47,confirmed,Bitcoin SV,Unknown,pending
475EoIdBGiviV,1160wqtmrqon,2022-07-03,Ethereum Classic,53.75,confirmed,Illuvium,Unknown,confirmed
3887asNfwA94j,1160wqtmrqon,2022-07-19,Solana,103.74,confirmed,LINK,Unknown,confirmed
881xVsf66z1Cx,1160wqtmrqon,2022-07-08,Compound,182.25,declined,GateToken,Unknown,declined
964sFnqwlyTZn,1160wqtmrqon,2022-09-29,GMX,26.43,confirmed,LINK,Unknown,confirmed
9470u3NMQOImx,526pubrursv,2022-09-24,Avalanche,28.65,confirmed,Kusama,Unknown,confirmed
849p29RbyNfMG,526pubrursv,2022-09-29,Neo,194.17,confirmed,GMX,Unknown,confirmed
530K7nVh3XJ7H,526pubrursv,2022-07-01,Gnosis,70.37,confirmed,Illuvium,Unknown,confirmed
860W9h5X6RaBY,526pubrursv,2022-08-20,GMX,57.81,confirmed,Compound,Unknown,confirmed
860ZqPMbiH2jU,972oveyesry,2022-09-07,Avalanche,79.09,confirmed,GateToken,Unknown,confirmed
4701rk41zIaCY,972oveyesry,2022-07-31,Monero,35.22,confirmed,Illuvium,Unknown,confirmed
484wip9oXe8aV,972oveyesry,2022-07-26,Compound,182.63,confirmed,Bitcoin SV,Unknown,confirmed
429hbmN1MkGc7,972oveyesry,2022-07-26,Avalanche,39.73,pending,Monero,Unknown,pending
481Phi10YeheH,972oveyesry,2022-10-24,LINK,119.4,pending,Neo,Unknown,pending
9637l6HfgQBQ3,972oveyesry,2022-07-09,Bitcoin SV,198.93,confirmed,Kusama,Unknown,confirmed
8736KgU3mup5w,972oveyesry,2022-10-16,IOTA,41.7,declined,Neo,Unknown,declined
664NzF2VXYmJs,972oveyesry,2022-10-08,GMX,56.25,declined,LINK,Unknown,declined
508FeeDiqYiIN,972oveyesry,2022-09-17,Gnosis,44.67,declined,IOTA,Unknown,declined
814VEaIWGER4r,972oveyesry,2022-11-17,LINK,215.47,confirmed,Neo,Unknown,confirmed
785JCQVOxFeU2,972oveyesry,2022-11-12,GMX,86.27,pending,Bitcoin SV,Unknown,pending
970LQB3auRAa7,972oveyesry,2022-08-29,GMX,38.29,pending,Monero,Unknown,pending
362QLa4aQvz94,972oveyesry,2022-10-19,Litecoin,41.07,pending,Solana,Unknown,pending
69018lzjZ52Fq,972oveyesry,2022-09-16,Ethereum Classic,79.27,pending,Bitcoin SV,Unknown,pending
805m2KpMReWp3,972oveyesry,2022-09-25,GateToken,161.02,confirmed,IOTA,Unknown,confirmed
7051y2PFgiIoP,972oveyesry,2022-08-12,Avalanche,105.07,confirmed,Monero,Unknown,confirmed
5609KiS9yjRig,972oveyesry,2022-10-29,Compound,161.42,declined,IOTA,Unknown,declined
870wiSh2i2iKz,972oveyesry,2022-10-19,Litecoin,72.38,confirmed,Compound,Unknown,confirmed
4852jbqwsxeUP,972oveyesry,2022-09-02,LINK,258.54,confirmed,Ethereum Classic,Unknown,confirmed
910Tz8Zfe7voc,972oveyesry,2022-11-09,IOTA,35.9,declined,Illuvium,Unknown,declined
4656QfWU0FfB7,972oveyesry,2022-08-29,Neo,101.76,declined,GMX,Unknown,declined
5255EbzAeIpFW,972oveyesry,2022-11-17,Avalanche,86.03,confirmed,Solana,Unknown,confirmed
3449OcieByBlB,1456baxdcuzt,2022-07-30,LINK,218.16,pending,Ethereum Classic,Unknown,pending
581uiPqX4Nyjh,1456baxdcuzt,2022-08-26,Avalanche,154.17,confirmed,LINK,Unknown,confirmed
4440oRCPwZX1T,1456baxdcuzt,2022-11-21,Monero,42.06,confirmed,Bitcoin SV,Unknown,confirmed
766WU3g28yjy5,1456baxdcuzt,2022-07-23,Compound,129.05,confirmed,Solana,Unknown,confirmed
906h7hmegKC69,1232bpwtjhju,2022-10-23,GMX,52.6,pending,Avalanche,Unknown,pending
799wpdSYO0eGy,1199eqkpfukr,2022-09-24,Bitcoin SV,77.48,pending,Illuvium,Unknown,pending
601NhoBSKzfPw,1497ldzqmwtz,2022-10-16,Neo,176.78,confirmed,Illuvium,Unknown,confirmed
989HljA3xKN8W,348bcdkaiun,2022-07-10,Kusama,76.29,confirmed,Gnosis,Unknown,confirmed
6184DIiEbwHb9,348bcdkaiun,2022-07-19,Gnosis,116.13,confirmed,Ethereum Classic,Unknown,confirmed
690i4RnV1i7DE,348bcdkaiun,2022-10-10,Monero,47.37,confirmed,Gnosis,Unknown,confirmed
766SlFE1Lj2jH,348bcdkaiun,2022-09-18,Ethereum Classic,27.5,confirmed,LINK,Unknown,pending
536uFH9XI5DXq,348bcdkaiun,2022-07-30,Gnosis,28.1,confirmed,Ethereum Classic,Unknown,confirmed
388lrRVAySUE9,348bcdkaiun,2022-07-14,Compound,143.42,declined,IOTA,Unknown,declined
851fFkzcylN0C,348bcdkaiun,2022-09-18,Monero,41.28,confirmed,LINK,Unknown,confirmed
473tDltxLRiLo,348bcdkaiun,2022-09-10,Neo,123.7,confirmed,Compound,Unknown,confirmed
546Yv1pAzxwEa,348bcdkaiun,2022-10-12,Bitcoin SV,234.01,confirmed,Monero,Unknown,pending
853UP2OGaTY1W,348bcdkaiun,2022-08-12,GMX,70.84,confirmed,Solana,Unknown,confirmed
624AqOuRuZD9c,348bcdkaiun,2022-08-10,IOTA,78.82,confirmed,GateToken,Unknown,confirmed
788dxQ9j3yyBQ,348bcdkaiun,2022-07-06,Litecoin,137.38,declined,Monero,Unknown,declined
419kHLmZkWVjn,348bcdkaiun,2022-07-20,Ethereum Classic,143.97,confirmed,Illuvium,Unknown,confirmed
909NGsZlKgnYk,348bcdkaiun,2022-09-09,Kusama,245.23,confirmed,Illuvium,Unknown,confirmed
565ma5wlugBKU,348bcdkaiun,2022-11-21,GMX,63.45,confirmed,IOTA,Unknown,pending
615yfIhcuqyLP,348bcdkaiun,2022-11-26,LINK,138.86,pending,GMX,Unknown,pending
448IDG7bAEzEM,348bcdkaiun,2022-07-22,Gnosis,97.51,confirmed,Litecoin,Unknown,confirmed
480wqBaiduBmR,348bcdkaiun,2022-08-23,LINK,142.96,declined,Neo,Unknown,declined
348yfYPSjzXW8,348bcdkaiun,2022-07-26,Gnosis,144.81,pending,Bitcoin SV,Unknown,pending
809HTNE7psgjP,348bcdkaiun,2022-10-26,LINK,152.47,pending,Bitcoin SV,Unknown,pending
547qC6fBZtqNb,348bcdkaiun,2022-10-11,Avalanche,21.29,confirmed,Bitcoin SV,Unknown,confirmed
583lQZkeug8V3,348bcdkaiun,2022-10-21,Litecoin,70.61,declined,GMX,Unknown,declined
353F7u3v4WTa8,348bcdkaiun,2022-11-23,Litecoin,81.39,confirmed,Bitcoin SV,Unknown,confirmed
878cfSCCTE8nI,348bcdkaiun,2022-07-28,Gnosis,72.37,declined,Solana,Unknown,declined
502uXKC7SitTY,771eineqvfv,2022-11-16,Kusama,56.38,confirmed,Neo,Unknown,confirmed
462DF92B6xk35,771eineqvfv,2022-07-01,Compound,25.73,confirmed,Litecoin,Unknown,confirmed
557hHQMxMcQhq,771eineqvfv,2022-08-12,IOTA,27.54,confirmed,Neo,Unknown,confirmed
95245Gznr8SDO,771eineqvfv,2022-09-05,Bitcoin SV,203.6,declined,Ethereum Classic,Unknown,declined
5728v56jDNxF8,771eineqvfv,2022-07-06,Monero,124.14,confirmed,Solana,Unknown,confirmed
335HQtKBXzNNU,771eineqvfv,2022-09-21,Monero,104.92,confirmed,LINK,Unknown,confirmed
861Nq4jneXN4F,771eineqvfv,2022-11-16,Bitcoin SV,121.22,confirmed,Illuvium,Unknown,pending
585tAlmp2z4jD,771eineqvfv,2022-09-10,Illuvium,106.93,confirmed,GMX,Unknown,confirmed
417K7S2IhdTh9,771eineqvfv,2022-07-28,Solana,273.25,confirmed,Neo,Unknown,confirmed
762EvOndn7aeM,771eineqvfv,2022-10-16,Neo,67.64,confirmed,GateToken,Unknown,confirmed
994IxeYsAQgZ2,771eineqvfv,2022-10-23,GMX,77.68,pending,Compound,Unknown,pending
990PTZLoLo5lB,771eineqvfv,2022-07-29,Ethereum Classic,193.06,pending,Bitcoin SV,Unknown,pending
571tcRVHQj0ml,922sqypirwr,2022-11-11,LINK,174.05,confirmed,GateToken,Unknown,pending
655mmbPMVW1iu,922sqypirwr,2022-09-28,Litecoin,11.83,confirmed,Illuvium,Unknown,confirmed
923veCpsS9LfY,922sqypirwr,2022-07-30,LINK,273.02,declined,Monero,Unknown,declined
543jtbAgNWRbm,922sqypirwr,2022-09-03,Kusama,219.18,confirmed,LINK,Unknown,confirmed
929RdHMi0uepy,922sqypirwr,2022-10-28,IOTA,135.06,confirmed,Monero,Unknown,confirmed
526jXF4CpA4js,922sqypirwr,2022-07-23,Bitcoin SV,231.11,confirmed,Ethereum Classic,Unknown,declined
6987J5VWl5vTT,922sqypirwr,2022-10-23,LINK,95.28,confirmed,Kusama,Unknown,confirmed
586RBToToFWdz,922sqypirwr,2022-07-24,GMX,101.64,declined,Solana,Unknown,declined
581LL7pMNoELT,922sqypirwr,2022-08-22,IOTA,155.09,confirmed,Compound,Unknown,pending
359dbyLOtFyux,922sqypirwr,2022-07-20,GateToken,171.09,declined,GMX,Unknown,declined
524bMzxj3rJkd,922sqypirwr,2022-09-11,Monero,97.59,confirmed,Solana,Unknown,confirmed
598WW3K7icTgz,922sqypirwr,2022-10-20,Ethereum Classic,118.23,confirmed,Compound,Unknown,confirmed
739GLx4YhvVkt,922sqypirwr,2022-08-16,LINK,229.84,confirmed,IOTA,Unknown,confirmed
742nVR1csxjGp,922sqypirwr,2022-10-17,Monero,116.62,confirmed,IOTA,Unknown,confirmed
563VEzKkyBE60,491sjmqbtqa,2022-11-07,LINK,92.86,confirmed,Kusama,Unknown,confirmed
528y2NZgJkFBy,491sjmqbtqa,2022-08-21,IOTA,32.77,pending,Kusama,Unknown,pending
704sqv4tH4HIB,491sjmqbtqa,2022-09-21,IOTA,106.0,confirmed,Illuvium,Unknown,confirmed
777ufQx1EJOFn,491sjmqbtqa,2022-07-04,Avalanche,91.0,confirmed,IOTA,Unknown,confirmed
407sq17bPtNMk,491sjmqbtqa,2022-11-05,Neo,31.42,pending,Illuvium,Unknown,pending
954qxZFos3aYq,604qqvmpspb,2022-10-09,Kusama,227.95,confirmed,Illuvium,Unknown,confirmed
728aVoogfGBvQ,604qqvmpspb,2022-09-13,Ethereum Classic,132.1,confirmed,LINK,Unknown,confirmed
429cy2ZfHr04N,604qqvmpspb,2022-10-01,Solana,229.7,confirmed,Litecoin,Unknown,declined
387otOssZqe88,604qqvmpspb,2022-10-26,Kusama,160.24,confirmed,Gnosis,Unknown,confirmed
743bEW9YHItkb,604qqvmpspb,2022-10-03,GateToken,103.04,confirmed,Illuvium,Unknown,pending
419Qv9zFs60f2,604qqvmpspb,2022-10-28,LINK,49.8,confirmed,Compound,Unknown,confirmed
414GT3rTA02Wm,604qqvmpspb,2022-10-23,Compound,81.81,confirmed,Gnosis,Unknown,confirmed
499rVV38OBRJb,1495pyepyjpg,2022-09-12,IOTA,186.19,confirmed,Avalanche,Unknown,confirmed
7652zsmYxIla1,1495pyepyjpg,2022-07-03,GMX,147.44,confirmed,GateToken,Unknown,pending
605yQCP2vFwTA,1495pyepyjpg,2022-11-18,Ethereum Classic,184.51,confirmed,GateToken,Unknown,confirmed
638PRIiTu8BYS,1495pyepyjpg,2022-10-08,Ethereum Classic,99.75,confirmed,Kusama,Unknown,confirmed
8243DAyKLTaKv,1495pyepyjpg,2022-09-17,GMX,58.97,confirmed,Avalanche,Unknown,confirmed
384ZjUD6xmATq,1495pyepyjpg,2022-08-25,GMX,57.61,pending,Solana,Unknown,pending
412taeKpdlUdf,1495pyepyjpg,2022-11-25,GateToken,144.87,confirmed,GMX,Unknown,confirmed
388PWnpsICCkM,1495pyepyjpg,2022-09-13,Compound,32.42,pending,Ethereum Classic,Unknown,pending
755AckNdJOaW2,1495pyepyjpg,2022-09-09,Litecoin,14.96,confirmed,Ethereum Classic,Unknown,confirmed
455g053CnLHYx,1495pyepyjpg,2022-08-29,Ethereum Classic,88.22,confirmed,Monero,Unknown,confirmed
426LYCZ4fwtVw,1495pyepyjpg,2022-09-25,Litecoin,122.3,confirmed,Bitcoin SV,Unknown,confirmed
648H1uV7Ganyl,1495pyepyjpg,2022-07-12,GateToken,179.87,declined,Kusama,Unknown,declined
4576TP0Hy7kAf,920kofldvks,2022-09-19,Ethereum Classic,110.58,confirmed,Neo,Unknown,confirmed
821cZ6JiTeJjg,920kofldvks,2022-07-24,LINK,170.93,confirmed,Kusama,Unknown,confirmed
639eHaWaCZV4s,920kofldvks,2022-09-10,Neo,68.31,confirmed,Compound,Unknown,confirmed
593gyPMFWR3oT,920kofldvks,2022-08-11,Neo,118.56,confirmed,Litecoin,Unknown,confirmed
595ICKXbAQgkl,920kofldvks,2022-07-17,Avalanche,101.83,confirmed,GMX,Unknown,confirmed
46347n6RPrtcs,920kofldvks,2022-09-27,Illuvium,59.25,confirmed,Bitcoin SV,Unknown,confirmed
770kjiVv7xf60,920kofldvks,2022-08-01,Kusama,276.05,confirmed,GMX,Unknown,confirmed
509MyD4fNjVNR,920kofldvks,2022-10-12,Compound,62.78,confirmed,GMX,Unknown,confirmed
937KwzA4KB8i7,1256xkwivtaf,2022-07-13,Gnosis,83.7,confirmed,IOTA,Unknown,confirmed
845OUCf4rgTst,1256xkwivtaf,2022-09-24,Neo,53.72,declined,Compound,Unknown,declined
6721WpMCus78P,1256xkwivtaf,2022-07-20,Kusama,146.73,pending,LINK,Unknown,pending
348remomhiCzH,1256xkwivtaf,2022-08-21,LINK,272.2,confirmed,Neo,Unknown,declined
603YE9tg6ACnF,1256xkwivtaf,2022-10-09,GateToken,77.94,confirmed,LINK,Unknown,confirmed
846tr6VUQdOYP,1256xkwivtaf,2022-11-08,Bitcoin SV,54.2,confirmed,Neo,Unknown,confirmed
815eg7mGl6SVf,1256xkwivtaf,2022-11-28,Gnosis,102.03,confirmed,Illuvium,Unknown,declined
433Mm6M3RlXZW,923xuezhtyi,2022-09-07,Litecoin,78.02,confirmed,GateToken,Unknown,confirmed
692tlUyNGtfFp,923xuezhtyi,2022-08-07,Neo,97.25,declined,Compound,Unknown,declined
620s1PLh1rHlT,923xuezhtyi,2022-10-02,Kusama,82.05,confirmed,Neo,Unknown,pending
377CXkq9WxRoU,923xuezhtyi,2022-09-04,GateToken,21.38,confirmed,Gnosis,Unknown,confirmed
894AcsW7RIJFg,923xuezhtyi,2022-08-29,LINK,206.35,confirmed,Kusama,Unknown,confirmed
959cuDLZGIp4h,923xuezhtyi,2022-07-21,Ethereum Classic,106.98,confirmed,GMX,Unknown,confirmed
959dAPbS4HmKS,923xuezhtyi,2022-07-31,Ethereum Classic,27.53,confirmed,Litecoin,Unknown,confirmed
431pUooUtJch3,923xuezhtyi,2022-09-30,Illuvium,24.99,pending,Avalanche,Unknown,pending
9468701ItqOmw,923xuezhtyi,2022-08-31,LINK,170.11,confirmed,Neo,Unknown,pending
621tTzErcfiOd,923xuezhtyi,2022-09-08,Avalanche,69.8,confirmed,Kusama,Unknown,confirmed
431u0gtmdBRsv,923xuezhtyi,2022-11-05,GateToken,179.93,declined,Compound,Unknown,declined
411KKLUmeYDR6,923xuezhtyi,2022-10-23,Gnosis,46.96,confirmed,LINK,Unknown,pending
838ICHAvBx5cH,923xuezhtyi,2022-10-28,Ethereum Classic,170.57,pending,IOTA,Unknown,pending
679swOmDm6tIw,923xuezhtyi,2022-07-05,Ethereum Classic,145.18,confirmed,Gnosis,Unknown,confirmed
606azCO9GByJy,923xuezhtyi,2022-08-08,LINK,224.23,confirmed,Gnosis,Unknown,confirmed
767mjNeWCWxB9,923xuezhtyi,2022-10-21,LINK,105.75,confirmed,GMX,Unknown,confirmed
856xw9bbE0dIK,923xuezhtyi,2022-10-20,Kusama,184.24,confirmed,Bitcoin SV,Unknown,confirmed
760WfV5dAN3LI,923xuezhtyi,2022-11-04,Gnosis,77.38,declined,Neo,Unknown,declined
645SPA7qQlUFh,923xuezhtyi,2022-11-23,Neo,42.75,pending,Monero,Unknown,pending
477ibo3UGzaVd,923xuezhtyi,2022-09-12,GMX,129.57,confirmed,Neo,Unknown,confirmed
6350Y0BwOzVzp,923xuezhtyi,2022-07-03,Neo,123.35,pending,Monero,Unknown,pending
358wRwnd1ziGL,923xuezhtyi,2022-10-23,Monero,38.32,confirmed,Kusama,Unknown,confirmed
738Peq6JgIrCr,923xuezhtyi,2022-08-07,Kusama,6.75,confirmed,Bitcoin SV,Unknown,confirmed
8932WmuDDG9ea,923xuezhtyi,2022-08-15,Litecoin,24.97,confirmed,Solana,Unknown,confirmed
572XFdfmTRFDP,696eszlfogb,2022-07-21,Solana,208.34,confirmed,GMX,Unknown,pending
844XlA4x7Es88,1490kmcnfeli,2022-10-21,GateToken,34.5,confirmed,Litecoin,Unknown,confirmed
873bn9lyYgidZ,1490kmcnfeli,2022-07-15,Solana,187.78,confirmed,Avalanche,Unknown,declined
354Djt6tT0Zxi,1490kmcnfeli,2022-11-25,Compound,138.89,confirmed,Litecoin,Unknown,confirmed
831Gkq2gaHhrI,1490kmcnfeli,2022-10-15,LINK,173.37,confirmed,Neo,Unknown,confirmed
509Sm8a8uik9f,1490kmcnfeli,2022-07-29,GMX,9.96,declined,Gnosis,Unknown,declined
74819xapjKN1U,1490kmcnfeli,2022-08-22,GMX,98.19,declined,Monero,Unknown,declined
740VD1fax4XqM,1490kmcnfeli,2022-09-10,Bitcoin SV,188.84,confirmed,LINK,Unknown,confirmed
425Z1yHHk6zdS,1490kmcnfeli,2022-10-05,GMX,134.1,confirmed,Avalanche,Unknown,confirmed
7562EGl1mJzQd,1490kmcnfeli,2022-09-30,Neo,179.57,confirmed,Gnosis,Unknown,confirmed
989UTBBfji8eO,446tqbsevoo,2022-10-04,Gnosis,22.44,pending,Kusama,Unknown,pending
33773vVlxYapL,446tqbsevoo,2022-07-07,Ethereum Classic,150.93,pending,Bitcoin SV,Unknown,pending
62883S3if4OyF,446tqbsevoo,2022-10-13,Gnosis,146.95,confirmed,Bitcoin SV,Unknown,confirmed
449PpCqzlY2yw,446tqbsevoo,2022-07-05,Ethereum Classic,195.66,confirmed,Compound,Unknown,declined
995H84c5j7Rh7,446tqbsevoo,2022-07-18,Avalanche,112.21,pending,Litecoin,Unknown,pending
5967ZpKsFAeoR,446tqbsevoo,2022-07-13,GMX,124.55,pending,IOTA,Unknown,pending
4487uuBPivxJl,446tqbsevoo,2022-09-14,Litecoin,64.8,confirmed,Gnosis,Unknown,confirmed
674tgDYvUZ9Xx,1314gdskrytt,2022-09-03,Gnosis,57.82,confirmed,Kusama,Unknown,confirmed
622UK0fc1B02k,1314gdskrytt,2022-08-07,Gnosis,92.31,confirmed,Bitcoin SV,Unknown,pending
7364xehJLj7zH,1314gdskrytt,2022-10-01,Neo,63.37,confirmed,Bitcoin SV,Unknown,confirmed
415mn5py7O60K,1314gdskrytt,2022-08-13,Kusama,229.73,pending,Litecoin,Unknown,pending
818XOZjiO8MaY,904eyykoxls,2022-10-01,Monero,52.55,confirmed,LINK,Unknown,confirmed
4019nAP92Fl3Z,904eyykoxls,2022-10-06,LINK,100.82,confirmed,Illuvium,Unknown,confirmed
4927alBFatewt,904eyykoxls,2022-07-25,Monero,151.33,pending,Compound,Unknown,pending
1000REaDFNqd4O,904eyykoxls,2022-11-13,Illuvium,77.88,confirmed,Solana,Unknown,confirmed
794VLHVANrNqp,904eyykoxls,2022-08-13,Bitcoin SV,90.52,confirmed,Monero,Unknown,confirmed
946SGgoOL2s1i,904eyykoxls,2022-08-27,LINK,89.29,confirmed,GMX,Unknown,confirmed
937Wgow01wppm,904eyykoxls,2022-10-04,GateToken,21.24,confirmed,LINK,Unknown,confirmed
644iM5mQbeJgj,904eyykoxls,2022-10-16,GateToken,93.45,pending,Gnosis,Unknown,pending
598JIWUSV4eSF,904eyykoxls,2022-11-04,Solana,36.1,confirmed,Neo,Unknown,confirmed
8416ZetIWcoFW,904eyykoxls,2022-07-26,Monero,128.97,confirmed,Litecoin,Unknown,confirmed
708M7cbQRHjUS,904eyykoxls,2022-07-28,Gnosis,120.85,confirmed,Kusama,Unknown,confirmed
341dMhiuXcEe9,904eyykoxls,2022-09-17,Avalanche,128.81,confirmed,Neo,Unknown,confirmed
6892zWbRh8ng1,904eyykoxls,2022-08-11,GateToken,176.64,confirmed,Illuvium,Unknown,confirmed
7784uTtTcFLkl,1081ptsieohr,2022-11-26,Gnosis,115.87,confirmed,Illuvium,Unknown,confirmed
686Uri4pVNGFP,562mkrvxicm,2022-10-02,IOTA,95.33,pending,Avalanche,Unknown,pending
832ka0NDm9lBy,562mkrvxicm,2022-09-28,GMX,33.54,confirmed,LINK,Unknown,confirmed
7357eYIPto6jm,562mkrvxicm,2022-07-15,LINK,14.53,confirmed,Illuvium,Unknown,confirmed
563pXtNF1OHZy,562mkrvxicm,2022-09-27,Gnosis,14.22,confirmed,GMX,Unknown,confirmed
727EOL9mtm1PI,562mkrvxicm,2022-08-29,Avalanche,30.3,confirmed,Kusama,Unknown,confirmed
661Y1pt58aNZP,562mkrvxicm,2022-09-09,Bitcoin SV,190.04,pending,Kusama,Unknown,pending
987ynPbP0QF0I,562mkrvxicm,2022-11-26,Solana,107.85,confirmed,Bitcoin SV,Unknown,confirmed
759D7X8poGbUZ,562mkrvxicm,2022-10-09,Ethereum Classic,28.57,confirmed,Gnosis,Unknown,pending
4203e6mF2qLeZ,562mkrvxicm,2022-08-18,IOTA,95.75,confirmed,Kusama,Unknown,confirmed
6992j4KQG8x2Q,562mkrvxicm,2022-09-01,Bitcoin SV,75.19,confirmed,Illuvium,Unknown,confirmed
430SA82yd0eSL,562mkrvxicm,2022-07-13,GMX,44.11,confirmed,Compound,Unknown,confirmed
5351uCNGXBiYy,554nhgxgpub,2022-08-18,LINK,90.71,declined,Litecoin,Unknown,declined
779di5UkmTlPv,554nhgxgpub,2022-09-19,Compound,110.37,confirmed,GMX,Unknown,confirmed
996AmsWbRHb2N,554nhgxgpub,2022-09-26,Ethereum Classic,112.12,confirmed,GMX,Unknown,confirmed
797AZMaC0Hp6R,554nhgxgpub,2022-09-08,LINK,18.24,confirmed,Neo,Unknown,confirmed
421APuuBT11wx,554nhgxgpub,2022-07-10,Ethereum Classic,184.05,declined,IOTA,Unknown,declined
450T5VkG6xehP,554nhgxgpub,2022-09-29,LINK,16.24,confirmed,GMX,Unknown,pending
333o6ZLXA7W9t,554nhgxgpub,2022-09-06,Monero,33.99,confirmed,Litecoin,Unknown,confirmed
778tLmjYeD8H1,554nhgxgpub,2022-09-14,Gnosis,97.24,declined,Kusama,Unknown,declined
668YiyqAaygL8,554nhgxgpub,2022-07-24,Ethereum Classic,26.11,confirmed,Avalanche,Unknown,confirmed
835eaD16FJAnO,554nhgxgpub,2022-11-17,Gnosis,96.22,confirmed,Monero,Unknown,confirmed
6927ERi54SN4q,554nhgxgpub,2022-09-01,Avalanche,34.41,confirmed,Illuvium,Unknown,confirmed
755m8lPVVwPlQ,554nhgxgpub,2022-07-14,Kusama,109.38,declined,Illuvium,Unknown,declined
449xRKwppZXGw,554nhgxgpub,2022-10-19,Solana,45.28,confirmed,GMX,Unknown,confirmed
341uQ63dNJxkb,652klpqkljr,2022-09-20,Litecoin,119.63,confirmed,IOTA,Unknown,confirmed
542gzFmUSttrT,1478hdzirdyc,2022-09-02,Avalanche,158.32,confirmed,Ethereum Classic,Unknown,confirmed
928S8clfbxUMY,1204zvfonltu,2022-11-04,Illuvium,57.47,confirmed,Compound,Unknown,declined
6793jxelYCaOK,1075omnrnfqx,2022-07-05,Neo,185.83,pending,LINK,Unknown,pending
